dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,station zone,casual,registered,cnt
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 11,27,8,35
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 12,10,31,41
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 14,10,88,98
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 15,0,3,3
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 16,82,103,185
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 17,46,50,96
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 18,76,180,256
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 19,7,36,43
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 20,13,18,31
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 21,20,43,63
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 5,11,11,22
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 6,10,31,41
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 7,18,26,44
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,Zone 8,0,1,1
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 11,2,9,11
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 12,4,16,20
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 14,14,130,144
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 15,0,4,4
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 16,36,84,120
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 17,29,44,73
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 18,21,171,192
2011-01-02,1,0,1,0,0,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,Zone 19,0,34,34
